forest,sealevel,temp,humidity,wind,cloud,weather,pressure,class
50.47111111,256.09,36.45,45,2.55,68,Clouds,1006,0
64.18,378.78,26.01,82,1,20,Clouds,1001,0
35.10333333,1022.27,20.21,73,2.1,40,Clouds,945,0
45.49,377.63,32.01,30,2.31,9,Clear,1008,0
58.72,774.2,18.37,56,0.68,0,Clear,1017,0
86.59888889,1949.82,13.55,93,1.2,96,Rain,1012,0
74.17888889,36.31,29.68,59,4.9,91,Clouds,1011,0
66.02555556,182.3,6.13,88,2.55,0,Clear,1020,0
26.26,311.18,31.96,47,2.68,65,Clouds,1003,0
81.20333333,229.18,9.98,87,2.22,38,Clouds,1019,0
84.87111111,18.73,22.31,69,1.78,0,Clear,1010,0
85.44,1582.07,14.99,92,0.81,79,Rain,1013,0
41.99888889,69.5,21.93,81,3.34,27,Rain,1013,0
77.97666667,89.71,29.52,88,2.04,96,Rain,997,0
0.625555556,221.97,34.06,73,1.04,47,Rain,996,0
16.47222222,214.79,27.97,74,2.6,20,Haze,1003,0
82.81444444,269.16,19.01,84,0,40,Clouds,1012,0
34.71222222,574.04,26.62,88,3.4,100,Clouds,1010,0
68.67444444,142.94,30.36,43,2.77,0,Clear,1001,0
22.61111111,585.61,23.09,94,1,40,Rain,1005,0
74.85888889,75.22,33.15,71,2.98,61,Clouds,1004,0
66.12222222,310.92,18.12,81,1.48,31,Clouds,1013,0
29.74333333,175.62,35.88,59,2.93,29,Clouds,1002,0
73.55222222,69.4,22.97,94,1.65,34,Clouds,1013,0
56.84,199.63,12.6,83,2.07,0,Clear,1013,0
48.12666667,196.25,25.01,40,1.58,0,Clear,1013,0
79.98888889,8.61,30.38,82,1.36,64,Clouds,1003,0
44.70555556,105.27,25.91,76,1.02,82,Rain,1008,0
1.46,836.06,22.41,89,4.54,100,Clouds,1009,0
91.8,877.68,18.83,60,1.21,17,Clouds,1016,0
71.22666667,116.5,18.92,75,2.14,0,Clear,1013,0
90.82555556,216.36,26.14,46,1.96,0,Clear,1015,0
68.73333333,212.51,11.72,90,1.92,47,Clouds,1017,0
82.23222222,512.05,21.01,73,1.89,29,Clouds,1012,0
1.561111111,53.67,17.63,72,1,20,Haze,1018,0
57.65888889,11.33,22.7,74,1.55,2,Clear,1013,0
14.28555556,4.91,24.95,88,0,40,Mist,1019,0
6.917777778,10.09,25.95,44,2.1,0,Smoke,1014,0
0,274.41,27.5,33,2,18,Clouds,1014,0
14.69111111,499.55,21.13,64,3.09,20,Haze,1014,0
0,327.63,13.43,63,2.62,0,Clear,1017,0
4.356666667,227.43,12.75,100,0,90,Fog,1017,0
48.64333333,209.43,33.82,36,0.5,20,Clouds,1009,0
2.254444444,420.6,26.34,50,1.55,0,Clear,1014,0
90.11777778,56.86,24.55,59,1.36,0,Clear,1016,0
61.43111111,133.55,27.29,92,1.37,98,Clouds,1000,0
34.99111111,175.81,9.01,83,0,0,Mist,1019,0
55.98888889,304.49,24.8,41,2.28,0,Clear,1020,0
76.59444444,605.55,27.37,62,3.4,43,Rain,1018,0
19.10222222,747.58,20.55,78,4.27,1,Clear,1019,0
51.85777778,778.75,21.01,98,3.9,100,Rain,1009,0
3.567777778,289.75,27.21,87,5.88,88,Clouds,1004,0
11.77555556,668.25,30.68,58,0,40,Clouds,1002,0
77.26555556,1978.24,11.09,47,0,20,Drizzle,1039,0
85.51666667,15.41,26.7,90,0.79,7,Clear,1011,0
42.90777778,169.08,23.72,85,1.33,41,Clouds,1016,0
33.20888889,355.3,26.88,71,2.4,68,Clouds,1010,0
45.93111111,289.8,28.59,33,1,20,Clouds,1012,0
72.40777778,667.76,24.23,86,3.24,100,Clouds,1009,0
26.23888889,24.78,30.99,53,2.98,6,Clear,1010,0
69.38444444,222.25,28.56,73,1.82,68,Clouds,1006,0
14.55222222,13.61,25,92,2.83,0,Clear,1012,0
34.25888889,276.81,27.92,50,2.99,0,Clear,1007,0
21.07888889,342.39,12.65,71,1.28,71,Clouds,1016,0
86.74,114.82,25.14,58,1,1,Clear,1011,0
15.96333333,4.65,32.39,70,1.5,20,Clouds,1007,0
38.02111111,217.07,18.23,57,0.98,88,Clouds,1015,0
56.30111111,62.43,18.51,94,1.7,21,Clouds,1017,0
21.05888889,592.61,22.96,53,2.52,1,Clear,1017,0
71.74333333,251.5,33.79,52,3.59,24,Clouds,1007,0
90.23555556,1342.92,17,84,1.4,49,Clouds,1013,0
11.67444444,572.29,20.04,37,1.5,1,Haze,1017,0
35.01444444,15.28,27.21,92,0,20,Rain,1006,0
36.22333333,318.83,28.57,81,0,40,Thunderstorm,999,0
37.65888889,286.22,24.35,31,1.78,0,Clear,1020,0
57.15,442.84,38.43,28,1.04,20,Clouds,1008,0
51.63111111,280.85,29.51,74,1.36,100,Clouds,1003,0
9.135555556,6.75,29.58,91,1.5,20,Clouds,1002,0
93.34444444,1541.77,20.98,62,1.88,68,Clouds,1013,0
10.20777778,234.32,41.59,21,4.81,0,Clear,1003,0
62.34111111,317.4,27.58,88,0.35,95,Clouds,1003,0
73.58444444,195.87,12.5,95,1.81,79,Clouds,1017,0
36.90444444,322.54,31.52,27,1.89,82,Clouds,1010,0
9.655555556,746.52,25.18,73,2.24,21,Clouds,1012,0
45.01222222,223.65,20.93,70,2.19,10,Clear,1012,0
0.105555556,217.81,39.41,27,4.07,53,Clouds,1005,0
71.43111111,117.15,12.41,91,1.71,0,Clear,1016,0
34.24,472.64,39.64,23,1,13,Clouds,1005,0
75.83555556,3.79,25.06,92,1.26,29,Clouds,1009,0
64.12,16.28,27.15,86,4.08,33,Clouds,1005,0
67.36888889,230.66,30.61,84,2.78,69,Rain,1001,0
4.683333333,4.25,26.99,78,0.5,20,Mist,1009,0
17.73666667,246.54,35.55,32,2.26,17,Clouds,1008,0
62.74222222,106,24.87,80,1.84,43,Clouds,1018,0
